Name	Score	Pentamer count	Pentamer position	AU-block position	Sequence length
ELL2	18.4	13	40 44 471 1053 1124 1179 1252 1806 2479 2624 2726 2897 2974	23...168 212...261 262...343 349...607 866...1157 1158...1386 1392...1471 1472...1719 1779...1900 2187...2231 2476...2516 2528...2614 2615...2652 2656...2699 2721...2891 2892...3211 3212...3269 3381...3486 3487...3529 3542...3586 3599...3644 3739...3772	3773
SH3GL2	2.3	2	781 1216	639...804 831...884 1012...1090 1155...1211	1386
RNF19A	2.6	2	300 469	190...379 380...773 878...968 973...1051 1077...1149 1166...1280 1282...1317 1351...1495	1496
ITGA7	1.3	1	462	453...489	490
SDF2L1	0	0			123
RP11-235E17.2	1	1	235	32...67 3100...3134 3259...3285	3286
ZNF30	4.9	4	1751 1855 1878 1965	338...378 1244...1309 1770...1945 1949...2020	2021
IGFBP3	2.3	2	92 1459	111...222 600...648 944...988 1064...1215 1388...1530 1531...1604	1605
KLF13	6.7	5	2606 4048 4062 4600 5580	51...195 884...919 2596...2635 3160...3214 4047...4088 4191...4221 4268...4298 4579...4628 5439...5599	5600
FAM117B	20.5	16	688 844 1207 1789 1972 2010 2106 2319 2574 2826 3006 3032 3171 3473 3563 3829	280...316 403...496 633...871 915...953 1387...1432 1556...1601 1704...2067 2092...2250 2302...2383 2483...2670 2781...2848 2849...2883 2936...3078 3108...3231 3280...3389 3447...3508 3509...3644 3647...3726 3752...3809 3810...3934 3945...3992	3993
TTC9C	0	0		182...253	254
SP5	1.3	1	410	398...488 533...569	674
ARHGAP24	3.9	3	124 292 322	118...192 217...346 353...392 393...500	501
CEACAM1	6.5	5	859 954 1135 1426 1714	495...547 708...753 849...1005 1086...1159 1420...1490 1550...1594 1705...1744 1745...1802	1803
PFKFB4	0	0		974...1037 2031...2062	2063
PTGS1	1	1	123	155...195	634
PMEPA1	3.6	3	140 590 1477	128...167 182...248 249...302 307...438 444...542 545...654 892...930 958...1032 1781...1889 2108...2155 3200...3238 3461...3495 3619...3660	3661
TNFSF9	4.9	4	180 242 535 829	196...298 384...454 477...556 587...635 758...796 821...861	862
NOD2	1.3	1	1147	827...869 996...1035 1049...1210	1258
F3	10.05	6	981 1059 1101 1105 1167 1174	211...251 254...295 323...402 526...567 743...869 931...1234	1235
KCTD21	1	1	349	92...133 807...845 1106...1147 1150...1194 1980...2016 2474...2522	2523
CNIH3	2.6	2	925 1087	613...673 718...785 849...911 915...961 996...1102 1163...1192	1193
CTD-2575K13.6	0	0		489...522	523
ZNF703	4.1	2	143 147	136...200 230...278 287...376 518...613 1301...1346	1347
SCNN1G	1.3	1	670	666...734 1137...1205 1293...1413	1414
PAQR9	3.9	3	563 597 924	66...114 523...619 710...749 831...874 875...952	972
EPAS1	5.9	5	101 272 724 1628 1684	170...257 258...301 373...462 484...600 664...807 810...867 1022...1064 1540...1621 1649...1723 1856...1915 1917...2042	2043
ALDH3B1	0	0		567...601 729...772 1217...1261	1337
IGFBP4	1	1	350	1087...1147	1148
KIF21B	2.6	2	1218 4619	1203...1260 4603...4704	4705
CCDC89	1.3	1	84	25...139	140
RP11-307N16.6	0	0			261
BEND3	9.8	8	904 1426 1665 1699 2129 2503 2979 3034	362...441 443...490 539...577 1316...1358 1423...1458 1471...1559 1591...1720 2119...2165 2192...2221 2243...2284 2436...2531 2552...2625 2699...2758 2967...3010 3314...3394 3454...3521	3522
LRP2BP	0	0			116
SPRED2	5.9	5	883 1184 2029 2082 2224	838...981 1080...1119 1134...1210 1353...1467 2026...2060 2308...2394 2416...2649	2650
PRICKLE1	8.2	7	177 372 566 606 728 787 1425	74...198 531...700 739...867 872...975 987...1024 1125...1188 1195...1275	1437
PITPNC1	0	0		0...122	125
KCNK5	1.3	1	1874	1303...1378 1778...1824 1861...1916	1917
KLF10	3.9	3	630 1008 1183	195...279 304...400 429...520 521...608 626...755 756...1033 1045...1352	1353
B3GALNT2	1.3	1	211	162...282	283
HSPB7	1	1	1026	909...940	1552
ERRFI1	6.5	5	213 517 1185 1308 1475	85...133 198...236 249...320 338...392 436...546 693...757 858...929 930...982 1018...1058 1184...1221 1281...1490	1491
RP1-309K20.6	0	0			387
RIMBP3C	0	0		364...427 651...681	700
SNED1	3.6	3	2 783 2954	764...805 1358...1488 2055...2101 2160...2213 2214...2296 2739...2786 2911...2978 3790...3830 3832...3931	3932
ING1	1.3	1	45	31...72 79...143 207...242	243
P2RX7	4.6	4	339 950 2324 3225	112...149 281...312 636...731 1080...1120 1243...1294 1899...1933 2323...2699 2774...2830 2908...2964 2986...3024 3193...3229	3230
FZD4	11.6	8	851 1320 1469 1668 1672 2758 5391 5422	58...126 159...224 372...465 478...531 596...715 719...795 843...878 907...950 1014...1062 1121...1232 1452...1494 1657...1847 2108...2139 2405...2452 2723...2784 3532...3580 3707...3746 3895...3953 4332...4375 4495...4532 4911...4942 5115...5155 5301...5336 5374...5462	5463
PRPF40B	1.3	1	461	429...473	474
CHN1	1.3	1	56	17...158 485...623	624
SGO2	2.3	2	5 243	46...129 138...317	318
ZNF391	3.9	3	805 2197 2296	8...53 54...173 241...324 640...738 773...848 1073...1192 1304...1342 1445...1608 1682...1726 2072...2163 2165...2259 2260...2324 2382...2456	2457
PLEKHA5	2.6	2	346 489	71...135 155...201 337...569 614...724 732...880	881
TMSB4X	0	0		46...126 334...415	416
HGSNAT	4.9	4	467 2077 2281 3046	195...273 452...553 598...646 941...1027 1940...1994 2232...2306 2986...3126 3129...3258 3265...3285	3286
PMM2	0	0		1477...1505	1506
NKX3-2	2.6	2	263 1137	260...318 445...495 783...821 839...885 1073...1162	1163
TRMT1L	3.9	3	1073 1535 1637	85...164 170...247 258...420 466...715 716...759 894...946 947...1132 1146...1297 1330...1619 1626...1747 1771...1920	1921
FBXO28	17	13	766 1360 1428 1439 1694 1877 1997 2346 2438 2554 3039 3498 4042	184...346 347...558 559...606 759...791 1087...1132 1134...1257 1342...1423 1424...1474 1611...1818 1853...1910 1953...2020 2058...2326 2345...2390 2491...2531 2540...2631 2902...2951 2977...3024 3030...3116 3127...3174 3205...3284 3320...3359 3360...3462 3472...3566 3585...3642 3767...3813 3814...3877 3879...3948 3976...4259	4301
MAMDC2	4.9	4	17 325 688 844	44...128 132...165 166...443 481...646 678...937	938
BRD3	8.2	6	730 891 1273 2127 2138 3009	110...206 693...785 868...970 1105...1173 1194...1427 1851...1893 1946...1987 2004...2168 2848...2895 2989...3167 3175...3227 3236...3284	3285
HMGA1	0	0		1312...1346	1347
MARCH11	1.3	1	372	12...44 352...419	420
GEM	6.5	5	183 652 683 887 935	54...103 154...207 315...377 378...490 618...864 879...1051	1052
LRRC37A	0	0		29...68	69
TFPI2	21.2	14	100 200 396 514 518 546 563 611 789 824 832 955 1019 1027	52...282 317...439 441...592 595...634 638...719 722...819 820...1106 1146...1187 1218...1305 1321...1422	1423
TSHR	2.6	2	1124 1216	30...79 160...189 226...280 296...434 549...639 890...919 920...1000 1047...1115 1116...1160 1168...1275 1398...1456 1673...1948	1949
XKR4	0	0		286...327 346...420 467...503 505...591 650...720 753...836 1227...1266 1287...1334 1435...1483 1484...1612 1791...1850 1891...1921	1922
TMTC1	29.05	22	236 468 766 907 1006 1148 1154 1196 1212 1235 2035 2742 3247 3482 3601 4551 4692 4713 4917 5272 5890 5963	230...311 318...384 401...443 456...534 690...748 753...792 793...1057 1070...1369 1649...1714 1720...1778 1816...2058 2059...2181 2319...2399 2432...2562 2724...2793 2904...2943 3039...3086 3193...3289 3408...3548 3549...3662 3678...3720 3859...3935 4084...4203 4355...4397 4418...4456 4457...5148 5156...5268 5507...5579 5689...5722 5724...5770 5799...5883 5885...6005	6006
EPHA10	0	0		2219...2259 2339...2374	2398
LHX2	3.6	3	0 587 704	345...444 570...632 689...820 829...918	919
DCP1B	0	0		9...45 87...151	152
JUN	3.9	3	722 1094 1239	26...63 509...618 624...657 658...765 817...920 1093...1153 1155...1286	1287
ETV1	18.1	14	205 446 545 825 905 1041 1145 1158 1219 1355 1473 1889 2163 2359	66...141 192...241 327...383 498...666 754...817 818...1114 1117...1255 1340...1406 1458...1796 1889...1994 2067...2303 2336...2593	2598
KCNJ15	7.7	5	302 368 372 668 1317	118...162 213...268 316...397 458...637 646...736 760...792 963...1046 1315...1357	1433
PARD3	1.3	1	74	43...91	92
APBB1IP	1.3	1	261	81...138 199...238 249...314	315
ONECUT2	46.8999999999999	37	649 940 1304 1553 2166 2469 2856 3954 4079 4113 4312 4483 5952 6151 6283 6625 6764 6810 6852 7049 7137 7141 7193 7989 8474 8517 8585 8960 9503 9878 9995 10214 10297 10622 12527 13640 13801	54...86 169...207 213...250 577...628 633...728 975...1029 1136...1273 1329...1376 1640...1704 1716...1782 1784...1822 2116...2164 2165...2225 2307...2359 2530...2711 2887...2936 3212...3250 3447...3504 3835...4104 4105...4211 4302...4532 4651...4807 4831...4874 4892...4974 4986...5104 5268...5348 5360...5400 5428...5518 5555...5644 5941...6183 6218...6462 6578...6685 6739...6881 6914...7071 7121...7171 7172...7218 7347...7412 7439...7536 7543...7616 7631...7682 7692...7721 7823...7862 8018...8063 8188...8272 8384...8442 8448...8501 8554...8840 8912...8989 9814...10019 10032...10128 10180...10237 10240...10291 10346...10385 10486...10585 10620...10684 11018...11138 11381...11497 11498...11636 11819...11976 12262...12300 12519...12563 12574...12637 12785...12844 12892...12926 12992...13052 13097...13176 13296...13384 13401...13485 13626...13676 13782...13852 14007...14104 14212...14254 14407...14457 14487...14573	14574
CXCL16	1.3	1	195	136...174 195...239 252...310 437...475 580...649 887...976	977
RFLNB	5.2	4	395 611 2037 3155	142...247 385...417 497...537 553...657 1583...1665 2033...2084 2093...2136 2261...2299 2358...2390 2518...2554 2856...2891 2894...3092 3147...3185	3186
SLC26A7	13.2	10	365 1133 1146 1314 1876 2497 2613 2724 2961 3013	161...467 470...709 710...751 774...1024 1074...1327 1333...1367 1414...1454 1455...1561 1666...1738 1781...1976 1977...2053 2054...2100 2223...2267 2307...2855 2890...3052	3053
MT2A	0	0		88...142	143
BACH2	9.8	8	534 649 3569 3668 4124 4783 5557 5747	354...496 521...734 785...858 872...1088 1251...1281 1950...2229 2427...2464 2493...2533 2538...2591 2884...2924 3188...3223 3469...3559 3664...3759 3899...4008 4260...4345 4584...4666 4669...4761 4770...4808 5512...5878	5879
AUTS2	2.3	2	665 1040	120...216 226...312 379...553 1028...1138 1301...1490	1491
MMP10	0	0		20...107 230...289	290
ROR1	8.8	7	56 93 464 1317 1894 2055 2455	47...117 164...223 305...373 446...526 1034...1110 1113...1158 1159...1298 1362...1956 1995...2636	2637
CRISPLD2	2.6	2	467 1943	45...86 455...498 980...1020 1297...1350 1381...1481 1535...1578 1938...1968 2032...2078 2207...2254 2379...2447 2665...2753 2807...2867	2868
LBH	1.3	1	1573	159...200 418...467 1560...1598 2190...2290 2329...2406	2407
TTK	0	0		23...178 179...260 261...324	325
TMEM88	0	0			120
MYO1D	1	1	1947	1715...1769 1891...1930 2033...2230	2237
TGFBI	0	0		166...202 559...590	591
PRSS53	0	0		276...309 310...364	365
PPARGC1B	13.4	11	457 2417 2456 2946 3003 3935 6702 6864 6921 7058 7232	52...98 137...196 404...480 499...534 1382...1439 1527...1631 1641...1702 2022...2118 2389...2439 2685...2733 3359...3395 3904...3951 3982...4045 4318...4367 5139...5237 5269...5310 6066...6219 6699...6737 6850...6906 6909...7093 7170...7337 7402...7463	7464
ACTG1	2.3	2	546 575	35...70 555...670 682...718	719
AR	5.9	5	1025 4582 5073 5608 5657	422...577 814...875 917...979 2256...2323 2406...2448 2460...2674 2678...2813 2891...2929 3351...3397 3413...3511 3580...3665 4033...4103 4127...4248 4335...4404 4408...4493 4581...4616 4681...4841 4916...4954 5321...5412 5438...5477 5555...5741 6133...6177 6288...6430 6515...6581 6728...6777	6778
BMP2K	19.9	16	653 1003 1027 1353 1488 1807 2126 2292 2441 3051 3068 3405 3789 4009 4237 4260	48...199 325...512 567...760 769...884 940...1112 1337...1414 1415...1527 1528...1613 1684...1788 1791...1826 1859...2108 2200...2249 2280...2377 2436...2482 2652...2747 2764...3033 3180...3218 3354...3384 3385...3634 3635...3708 3765...4114 4152...4338	4339
ATP1B3	2.6	2	520 766	273...398 461...688 690...782	783
HOXB2	2.6	2	321 360	90...223 229...412	413
POMGNT2	2	2	91 397	430...454	455
HAVCR2	2	2	191 809	256...286 434...472 597...636 1236...1269	1270
CT45A9	0	0		32...112 155...194	195
MAP2K3	1.3	1	640	371...416 623...709 874...931 968...1009	1010
NDP	1	1	364	123...175 213...252 411...465 542...599 600...673 674...742 994...1022	1023
GAD1	0	0		108...153	154
RHOBTB1	3.6	3	141 608 1574	4...54 221...441 598...768 1302...1343 1445...1521 1537...1598 1686...1743 1808...1943 1989...2043	2044
FJX1	2.6	2	827 910	234...261 672...706 743...917	918
CLCF1	6.9	4	879 883 900 914	861...967	968
ZNF280A	0	0		230...265	266
SH2D5	0	0		1161...1248 2030...2059	2060
KAZN	12.55	7	791 796 1109 1113 2137 2205 2209	274...379 387...475 748...877 1096...1151 1677...1715 2029...2131 2150...2283 2297...2357	2358
CCDC126	13.2	9	344 348 678 799 1088 1197 1254 1297 1313	85...141 145...202 220...267 268...645 676...900 938...1156 1166...1239 1240...1290 1291...1497 1534...1592	1593
KLHL3	9.9	8	969 1456 1751 1762 3712 3744 3781 3934	838...910 977...1018 1374...1425 1442...1531 1744...1788 2285...2329 2741...2776 2792...2865 2917...3125 3182...3229 3310...3355 3728...3780 3900...3954 4179...4212 4252...4341 4516...4597	4598
SYT16	49.1999999999999	39	164 379 524 806 1228 1332 1537 2008 2372 2512 3373 3433 3757 3829 3939 4239 4457 4974 4996 5636 5841 6097 6340 6417 6969 7134 7512 8645 8692 8873 8901 8984 9111 9366 10299 10436 10752 11271 11650	154...211 216...298 357...458 459...1156 1201...1271 1272...1354 1383...1429 1455...1487 1524...1579 1623...1771 1992...2062 2261...2311 2384...2666 2709...2754 2869...2907 3030...3071 3182...3228 3265...3318 3366...3425 3426...3459 3502...3614 3651...3795 3796...3851 3863...3967 4133...4181 4224...4338 4636...4811 4863...4932 4973...5022 5124...5168 5223...5262 5414...5469 5549...5634 5734...5808 5809...5886 5907...5993 6083...6121 6326...6380 6396...6458 6722...6779 6795...6962 6995...7081 7108...7184 7363...7438 7506...7592 7620...7845 7874...7952 7955...8257 8573...8736 8765...8872 8873...8981 9033...9129 9158...9208 9223...9314 9349...9392 9443...9491 9527...9625 9633...9674 9766...9848 9931...10020 10083...10109 10168...10221 10245...10287 10288...10473 10474...10538 10539...10639 10652...10690 10694...10777 10797...10954 11258...11595 11627...11722 11774...11842	11843
ABHD6	3.9	3	457 702 946	183...246 308...390 447...491 689...782 843...968	969
RAB43	3.6	3	807 3245 3398	3233...3274 3368...3478 3500...3526	3527
IL2RB	5.1	3	277 2159 2163	1767...1803 1825...1860 2023...2107 2108...2257	2258
NTN3	0	0			40
WHRN	2.6	2	514 617	501...534 606...673	674
CYR61	6.5	5	528 622 638 653 914	277...347 348...426 509...556 562...684 768...919	920
RMND1	0	0		37...72 180...216 340...380	381
MAFF	6.4	4	1047 1176 1532 1536	1134...1195 1196...1224 1325...1364 1490...1530 1531...1561 1577...1632	1633
RP11-176H8.1	4	4	1181 2315 2385 2872	10...75 372...438 513...544 577...604 2058...2166 3039...3085 3578...3607	3608
ZNF658	1.3	1	178	159...229 360...540 582...692	693
AMIGO2	6.5	5	28 43 295 668 899	8...177 291...493 561...834 839...935	936
FAM160A1	0	0		0...131 176...220 244...285 639...713 714...877	878
SFRP1	2	2	213 1577	405...454 815...887 919...1040 1291...1344 1499...1545 1866...1965 2203...2234 2279...2318 2516...2557 2577...2630 2633...2681 3026...3208	3209
EEA1	51.5999999999999	34	211 364 544 777 1306 1413 1557 1671 1683 1828 2161 2233 2257 2906 3071 3136 3240 3402 3572 3576 3704 3786 3805 3827 3831 3835 3839 3843 4128 4471 4765 5199 5299 5347	19...101 112...223 254...493 528...776 821...873 947...1215 1216...1352 1353...1742 1749...2034 2060...2364 2396...2429 2432...2471 2484...2530 2582...3865 3897...3932 4025...4149 4269...4403 4469...4600 4750...4830 4866...4999 5019...5125 5164...5373	5374
SIK1	4.35	3	2064 2191 2198	120...173 568...640 1015...1080 1086...1139 1455...1493 1822...1866 1922...1961 1976...2049 2091...2226	2227
DAAM1	11.4	9	218 484 652 1055 1322 1428 1468 1615 1745	0...41 138...193 204...253 375...473 474...574 585...713 714...1046 1051...1174 1175...1346 1347...1384 1422...1496 1603...1660 1766...1826 1962...2018 2224...2292 2309...2545	2546
ANKRD34C	7.5	6	315 1194 1329 1730 2244 2557	14...56 188...281 301...389 390...430 571...626 652...724 746...898 999...1100 1161...1216 1233...1267 1437...1475 1499...1798 2031...2097 2176...2227 2230...2285 2390...2429 2490...2590 2794...2970 2996...3172 3298...3342	3343
PINX1	0	0		594...626	627
EVPL	0	0			22
SMARCAL1	0	0		4...39	40
UTP15	11.35	7	839 1624 1631 1649 1840 1844 1861	6...76 77...118 175...317 651...694 723...856 857...894 906...997 1123...1158 1254...1374 1408...1454 1487...1715 1830...1874	1875
ZNF697	11.1	9	528 649 1486 1871 2473 2600 2885 3120 3199	409...448 523...560 636...674 1261...1366 1474...1556 1658...1694 1827...1919 1929...1990 2003...2246 2297...2354 2368...2415 2427...2462 2600...2651 2692...2733 2896...2932 2991...3159 3181...3222 3243...3282	3283
FOSL1	1.3	1	597	224...261 596...665	666
PRKCA	14.8	7	960 964 4669 4673 4677 4681 5259	306...336 605...643 687...725 777...829 949...985 1090...1143 1183...1420 1449...1615 2999...3031 4264...4376 4654...4714 4834...4872 4966...5011 5371...5519 6068...6148 6211...6331 6334...6414 6415...6467 6590...6642 6643...6705	6706
NDEL1	3.6	3	346 903 992	903...1016 1087...1136	1137
EHHADH	1.3	1	835	49...180 223...263 287...490 542...675 699...977 1222...1341 1354...1601	1602
TRIB2	7.5	6	377 597 1012 1185 1277 1928	290...354 416...455 468...505 523...625 935...987 1011...1061 1113...1157 1173...1240 1266...1452 1527...1580 1722...1768 1874...1939	1940
PIM2	2.3	2	894 923	423...456 548...588 812...852 914...948	949
INPP5A	1.3	1	606	199...291 307...339 550...662 822...866 867...936 1008...1064 1157...1210	1451
LAPTM4B	1.3	1	126	107...183 340...404 440...511 826...898 930...983 1011...1057 1081...1123	1124
BAIAP2	0	0			386
ITGB5	1.3	1	448	404...472 583...718 1352...1400 1589...1674	1675
SRF	3.6	3	45 762 1387	683...795 1313...1414 2255...2316	2317
ATP8B1	9.1	7	490 971 1100 1269 1988 2017 2055	35...74 98...149 170...207 314...349 475...512 606...649 720...822 854...911 949...1225 1245...1373 1374...1412 1489...1543 1548...1644 1683...2061	2062
ZNF503	8	5	319 323 366 545 569	212...302 313...345 355...401 402...448 452...490 499...818 837...918	919
ICAM5	9.9	5	57 69 73 85 89	53...113 137...161	162
ADD2	11.8	10	460 772 2085 2357 3082 3255 4647 4830 5959 6416	450...494 755...817 1266...1300 1301...1414 1418...1461 1504...1533 2053...2125 2156...2197 2618...2666 2995...3041 3069...3146 3159...3201 3850...3888 4148...4197 4227...4298 4424...4462 4567...4621 5236...5316 5718...5763 5821...5867 5945...5998 6366...6468	6641
LRRC3B	4.3	3	257 270 283	80...186 249...323	324
NR1D1	2.3	2	100 203	87...138	296
KCNE4	11.7	8	1181 1470 1480 1505 1509 1942 2215 2249	562...609 1456...1553 1674...1712 1811...1856 2151...2283	2294
GPR75	0	0		18...82 193...220	221
C2orf74	0	0		96...143 153...280	281
STX4	0	0		229...271	272
BAAT	2.6	2	226 372	6...49 93...191 192...286 323...396 397...523 529...588 623...772	924
ZNF235	4.3	3	520 530 763	200...252 317...397 459...561 581...655 705...867	868
GPAT3	2.3	2	475 618	52...142 264...385 517...642 730...836 897...971 1068...1107	1108
NEK2	5.2	4	179 325 400 603	34...103 165...348 390...653	654
MTERF2	2.6	2	119 182	115...265	266
PRUNE1	8.2	7	220 304 396 420 472 533 1411	202...262 388...446 567...627 1405...1478	1479
PPM1D	1.3	1	978	22...59 273...312 346...374 722...782 828...1208 1224...1376 1417...1473 1474...1556	1557
YPEL3	0	0		297...335 541...573	574
TMEM176B	0	0		193...238	244
BTG3	3.6	3	245 322 349	51...106 107...296 337...439	440
PDGFC	6.9	6	17 1071 1553 1739 2169 2290	307...375 585...621 801...837 1175...1252 1379...1512 1519...1614 1632...2045 2182...2355 2356...2421	2422
